model,outcome,horizon,n,event,partial_r2,excluded_instrument_wald_F_hc3,excluded_instrument_wald_chi2_hc3,relevance_p_value_hc3,excluded_instrument_wald_chi2,excluded_instrument_wald_F,excluded_instrument_df,relevance_p_value,diagnostic_type
single,lbrent,3,432,coup,0.352601455446,7.65667585522,7.65667585522,0.00565626251723,14.9141529511,14.9141529511,1,0.000112515696788,single-instrument relevance
single,lbrent,4,432,coup,0.352601455446,7.65667585522,7.65667585522,0.00565626251723,14.9141529511,14.9141529511,1,0.000112515696788,single-instrument relevance
single,lbrent,5,432,coup,0.352601455446,7.65667585522,7.65667585522,0.00565626251723,14.9141529511,14.9141529511,1,0.000112515696788,single-instrument relevance
single,lbrent,6,431,coup,0.35771230932,7.38076097567,7.38076097567,0.00659252696939,14.5332966846,14.5332966846,1,0.000137704078903,single-instrument relevance
single,lbrent,7,430,coup,0.363628308857,6.10460004051,6.10460004051,0.0134830461022,12.8748174324,12.8748174324,1,0.000333033212962,single-instrument relevance
single,lbrent,8,429,coup,0.343199081987,5.36708155689,5.36708155689,0.0205202835047,11.7684194433,11.7684194433,1,0.000602441104918,single-instrument relevance
single,lbrent,9,428,coup,0.343045799616,5.36486789563,5.36486789563,0.0205463444608,11.763207349,11.763207349,1,0.000604130369151,single-instrument relevance
single,lbrent,10,427,coup,0.343084263905,5.36502747723,5.36502747723,0.0205444645963,11.7638526008,11.7638526008,1,0.000603920980848,single-instrument relevance
single,lbrent,11,426,coup,0.342967676535,5.36481904926,5.36481904926,0.0205469199046,11.762322551,11.762322551,1,0.000604417610888,single-instrument relevance
single,lbrent,12,425,coup,0.340240684502,5.29084572481,5.29084572481,0.0214378066273,11.6243503574,11.6243503574,1,0.00065093972011,single-instrument relevance
single,lbrent,13,424,coup,0.340943772503,5.30241754959,5.30241754959,0.0212958472837,11.6460241815,11.6460241815,1,0.000643399003049,single-instrument relevance
single,lbrent,14,423,coup,0.340757245691,5.2846286518,5.2846286518,0.0215144798682,11.6107643199,11.6107643199,1,0.000655712000321,single-instrument relevance
single,lbrent,15,422,coup,0.340155534214,5.2845987866,5.2845987866,0.0215148488709,11.6085563085,11.6085563085,1,0.000656490925871,single-instrument relevance
single,lbrent,16,421,coup,0.341285392281,5.29957842417,5.29957842417,0.021330586402,11.6472488998,11.6472488998,1,0.000642975544378,single-instrument relevance
single,lbrent,17,420,coup,0.341362765633,5.30212404359,5.30212404359,0.0212994358637,11.6552472007,11.6552472007,1,0.000640216964545,single-instrument relevance
single,lbrent,18,419,coup,0.341357013442,5.30197250319,5.30197250319,0.0213012889322,11.6545147234,11.6545147234,1,0.000640469094844,single-instrument relevance
single,lbrent,19,418,coup,0.343562688596,5.18136429723,5.18136429723,0.0228303908003,11.4732896636,11.4732896636,1,0.000706035934326,single-instrument relevance
single,lbrent,20,417,coup,0.348347993245,4.51875952954,4.51875952954,0.0335251302752,10.5524208251,10.5524208251,1,0.00116036013008,single-instrument relevance
single,lbrent,21,416,coup,0.329534988906,4.02060733378,4.02060733378,0.0449475249038,9.69719592254,9.69719592254,1,0.001845494103,single-instrument relevance
single,lbrent,22,415,coup,0.330109985802,4.03590006001,4.03590006001,0.0445419097469,9.73781694024,9.73781694024,1,0.00180515158746,single-instrument relevance
single,lbrent,23,414,coup,0.329703407639,4.03020923529,4.03020923529,0.0446923977152,9.72326569551,9.72326569551,1,0.00181949930093,single-instrument relevance
single,lbrent,24,413,coup,0.33086320715,4.05441148342,4.05441148342,0.0440560729096,9.78680142294,9.78680142294,1,0.00175768945694,single-instrument relevance
single,lbrent,25,412,coup,0.330616326926,4.04699311042,4.04699311042,0.0442500967776,9.78051976393,9.78051976393,1,0.0017637045043,single-instrument relevance
single,lbrent,26,411,coup,0.330442022766,4.04664622795,4.04664622795,0.0442591912972,9.77926387905,9.77926387905,1,0.00176490958562,single-instrument relevance
single,lbrent,27,410,coup,0.330798783909,4.049538565,4.049538565,0.0441834205227,9.78697354946,9.78697354946,1,0.00175752492889,single-instrument relevance
single,lbrent,28,409,coup,0.330947015172,4.0522308328,4.0522308328,0.0441130136587,9.79273633435,9.79273633435,1,0.00175202553861,single-instrument relevance
single,lbrent,29,408,coup,0.331496931237,4.05822577251,4.05822577251,0.0439566607857,9.80848455163,9.80848455163,1,0.00173708587671,single-instrument relevance
single,lbrent,30,407,coup,0.332476401982,4.07884728924,4.07884728924,0.0434232727172,9.85972338959,9.85972338959,1,0.00168936503926,single-instrument relevance
single,lbrent,31,406,coup,0.332713308916,4.07820387771,4.07820387771,0.0434398116215,9.85919671044,9.85919671044,1,0.00168984873814,single-instrument relevance
single,lbrent,32,405,coup,0.332704809689,4.07885706234,4.07885706234,0.0434230215507,9.86058368253,9.86058368253,1,0.00168857525322,single-instrument relevance
single,lbrent,33,404,coup,0.33262116503,4.07642963683,4.07642963683,0.0434854528538,9.85469653097,9.85469653097,1,0.00169398740098,single-instrument relevance
single,lbrent,34,403,coup,0.332535759638,4.07516790476,4.07516790476,0.0435179408104,9.85134387198,9.85134387198,1,0.00169707740236,single-instrument relevance
single,lbrent,35,402,coup,0.333264682063,4.05339558443,4.05339558443,0.0440825902478,9.80989562997,9.80989562997,1,0.00173575356433,single-instrument relevance
single,lbrent,36,401,coup,0.333510735915,3.95140972245,3.95140972245,0.0468321194226,9.66739504209,9.66739504209,1,0.00187567076656,single-instrument relevance
single,lbrent,37,400,coup,0.328529592448,3.84518486056,3.84518486056,0.0498890218298,9.46236458747,9.46236458747,1,0.00209730537285,single-instrument relevance
single,lbrent,38,399,coup,0.33064552484,3.76419396231,3.76419396231,0.0523610891398,9.31610643488,9.31610643488,1,0.00227148169702,single-instrument relevance
single,lbrent,39,398,coup,0.321126483415,3.58700691652,3.58700691652,0.0582330376832,9.02705426832,9.02705426832,1,0.00266012808256,single-instrument relevance
single,lbrent,40,397,coup,0.321456227388,3.58711314715,3.58711314715,0.058229314878,9.02896171904,9.02896171904,1,0.00265735373786,single-instrument relevance
single,lbrent,41,396,coup,0.321942394026,3.59576624131,3.59576624131,0.0579269184954,9.04957507128,9.04957507128,1,0.00262755881432,single-instrument relevance
single,lbrent,42,395,coup,0.321707560138,3.58688689252,3.58688689252,0.0582372441751,9.02680482367,9.02680482367,1,0.00266049111161,single-instrument relevance
single,lbrent,43,394,coup,0.321684175321,3.58690942879,3.58690942879,0.0582364543197,9.02663823725,9.02663823725,1,0.00266073358103,single-instrument relevance
single,lbrent,44,393,coup,0.321316924192,3.58634878221,3.58634878221,0.0582561073442,9.02336577842,9.02336577842,1,0.00266550125312,single-instrument relevance
single,lbrent,45,392,coup,0.322030315317,3.594520171,3.594520171,0.0579703614246,9.05103518867,9.05103518867,1,0.00262546123953,single-instrument relevance
single,lbrent,46,391,coup,0.322212159451,3.59506573662,3.59506573662,0.0579513365962,9.05213574995,9.05213574995,1,0.00262388131929,single-instrument relevance
single,lbrent,47,390,coup,0.322093399065,3.59281468368,3.59281468368,0.0580298775536,9.04744596297,9.04744596297,1,0.00263062049718,single-instrument relevance
single,lbrent,48,389,coup,0.322159712316,3.59461807791,3.59461807791,0.0579669467507,9.05202407953,9.05202407953,1,0.00262404158472,single-instrument relevance
single,lbrent,0,432,sanctions,0.214547816979,3.43570771926,3.43570771926,0.0638012446035,8.13752217446,8.13752217446,1,0.0043358493385,single-instrument relevance
single,lbrent,1,432,sanctions,0.214547816979,3.43570771926,3.43570771926,0.0638012446035,8.13752217446,8.13752217446,1,0.0043358493385,single-instrument relevance
single,lbrent,2,432,sanctions,0.214547816979,3.43570771926,3.43570771926,0.0638012446035,8.13752217446,8.13752217446,1,0.0043358493385,single-instrument relevance
single,lbrent,3,432,sanctions,0.214547816979,3.43570771926,3.43570771926,0.0638012446035,8.13752217446,8.13752217446,1,0.0043358493385,single-instrument relevance
single,lbrent,4,432,sanctions,0.214547816979,3.43570771926,3.43570771926,0.0638012446035,8.13752217446,8.13752217446,1,0.0043358493385,single-instrument relevance
single,lbrent,5,432,sanctions,0.214547816979,3.43570771926,3.43570771926,0.0638012446035,8.13752217446,8.13752217446,1,0.0043358493385,single-instrument relevance
single,lbrent,6,431,sanctions,0.214283976777,3.42867625336,3.42867625336,0.0640734392284,8.12090829819,8.12090829819,1,0.00437576301006,single-instrument relevance
single,lbrent,7,430,sanctions,0.213679926699,3.37476040297,3.37476040297,0.0662022050691,8.06525211947,8.06525211947,1,0.00451221962964,single-instrument relevance
single,lbrent,8,429,sanctions,0.212951444419,3.35077606119,3.35077606119,0.0671733373693,8.00696287012,8.00696287012,1,0.00465978246755,single-instrument relevance
single,lbrent,9,428,sanctions,0.212609093329,3.31099465045,3.31099465045,0.0688178273523,7.92881672042,7.92881672042,1,0.00486536043712,single-instrument relevance
single,lbrent,10,427,sanctions,0.209318648122,3.05116394775,3.05116394775,0.0806793031083,7.59003725472,7.59003725472,1,0.00586917365018,single-instrument relevance
single,lbrent,11,426,sanctions,0.205640831523,2.94241758866,2.94241758866,0.0862815056868,7.37505150042,7.37505150042,1,0.00661348970257,single-instrument relevance
single,lbrent,12,425,sanctions,0.204359267062,2.86352035048,2.86352035048,0.0906090004838,7.29747210159,7.29747210159,1,0.0069051694152,single-instrument relevance
single,lbrent,13,424,sanctions,0.20515219906,2.80527181796,2.80527181796,0.0939549193589,7.18916935387,7.18916935387,1,0.00733449257668,single-instrument relevance
single,lbrent,14,423,sanctions,0.203399534443,2.71622620598,2.71622620598,0.099332613188,7.01500044345,7.01500044345,1,0.00808296130216,single-instrument relevance
single,lbrent,15,422,sanctions,0.232057106209,2.57976808448,2.57976808448,0.108237519209,7.13569908807,7.13569908807,1,0.00755641774505,single-instrument relevance
single,lbrent,16,421,sanctions,0.355889749269,6.37850833676,6.37850833676,0.0115510473301,13.2649352094,13.2649352094,1,0.000270416803765,single-instrument relevance
single,lbrent,17,420,sanctions,0.347074645499,4.56255513154,4.56255513154,0.0326782856173,10.5651005098,10.5651005098,1,0.00115242768297,single-instrument relevance
single,lbrent,18,419,sanctions,0.343225870165,4.49554885559,4.49554885559,0.0339832029543,10.4226989925,10.4226989925,1,0.00124475847557,single-instrument relevance
single,lbrent,19,418,sanctions,0.341506282159,4.44764764468,4.44764764468,0.0349493573341,10.3137746853,10.3137746853,1,0.001320409344,single-instrument relevance
single,lbrent,20,417,sanctions,0.336657073067,4.34262171021,4.34262171021,0.0371696463701,10.118140999,10.118140999,1,0.00146817009689,single-instrument relevance
single,lbrent,21,416,sanctions,0.335677125691,4.32504071138,4.32504071138,0.0375555158157,10.0767029807,10.0767029807,1,0.00150155775827,single-instrument relevance
single,lbrent,22,415,sanctions,0.335614026747,4.31989218654,4.31989218654,0.037669308828,10.0685801242,10.0685801242,1,0.00150819215136,single-instrument relevance
single,lbrent,23,414,sanctions,0.334509225101,4.26329965594,4.26329965594,0.0389442059934,9.99551906268,9.99551906268,1,0.00156921591654,single-instrument relevance
single,lbrent,24,413,sanctions,0.331244469181,4.20031320478,4.20031320478,0.0404165139334,9.88256454688,9.88256454688,1,0.00166852225849,single-instrument relevance
single,lbrent,25,412,sanctions,0.331321818025,4.19922457311,4.19922457311,0.0404424682809,9.88008126096,9.88008126096,1,0.00167077560134,single-instrument relevance
single,lbrent,26,411,sanctions,0.330987334603,4.19144440596,4.19144440596,0.0406284673794,9.86526232395,9.86526232395,1,0.00168428660317,single-instrument relevance
single,lbrent,27,410,sanctions,0.330578193729,4.17379823852,4.17379823852,0.0410536679432,9.84229201076,9.84229201076,1,0.00170544866769,single-instrument relevance
single,lbrent,28,409,sanctions,0.329603671771,4.15600001245,4.15600001245,0.0414872692239,9.80332570206,9.80332570206,1,0.00174196558648,single-instrument relevance
single,lbrent,29,408,sanctions,0.329786427449,4.161737044,4.161737044,0.0413469803826,9.82444603176,9.82444603176,1,0.00172207559894,single-instrument relevance
single,lbrent,30,407,sanctions,0.329601101403,4.1344910289,4.1344910289,0.0420177011599,9.79131948166,9.79131948166,1,0.00175337601381,single-instrument relevance
single,lbrent,31,406,sanctions,0.327663394791,4.09873934245,4.09873934245,0.0429152011418,9.72513657888,9.72513657888,1,0.00181764813058,single-instrument relevance
single,lbrent,32,405,sanctions,0.32810954411,4.10945260458,4.10945260458,0.0426441627633,9.7536281891,9.7536281891,1,0.0017896914322,single-instrument relevance
single,lbrent,33,404,sanctions,0.329801397524,4.1322160208,4.1322160208,0.0420742202892,9.81096020417,9.81096020417,1,0.00173474909963,single-instrument relevance
single,lbrent,34,403,sanctions,0.329926933645,4.13915570344,4.13915570344,0.0419020637627,9.85786954188,9.85786954188,1,0.00169106822393,single-instrument relevance
single,lbrent,35,402,sanctions,0.329950618421,4.13302126194,4.13302126194,0.0420542061635,9.84263268582,9.84263268582,1,0.00170513285108,single-instrument relevance
single,lbrent,36,401,sanctions,0.329855453822,4.13326055039,4.13326055039,0.0420482606201,9.8565690171,9.8565690171,1,0.00169226409271,single-instrument relevance
single,lbrent,37,400,sanctions,0.329075285247,4.11818229567,4.11818229567,0.0424246383131,9.82077715083,9.82077715083,1,0.00172551416417,single-instrument relevance
single,lbrent,38,399,sanctions,0.329058953625,4.11819802226,4.11819802226,0.0424242439122,9.81986337552,9.81986337552,1,0.00172637165842,single-instrument relevance
single,lbrent,39,398,sanctions,0.328470700252,4.10754560505,4.10754560505,0.0426922765828,9.79410600019,9.79410600019,1,0.00175072104157,single-instrument relevance
single,lbrent,40,397,sanctions,0.328493392827,4.11030802548,4.11030802548,0.0426225989199,9.81831900327,9.81831900327,1,0.00172782189167,single-instrument relevance
single,lbrent,41,396,sanctions,0.328463373953,4.10904011417,4.10904011417,0.04265456511,9.81494927835,9.81494927835,1,0.00173099049779,single-instrument relevance
single,lbrent,42,395,sanctions,0.328258635016,4.10390814446,4.10390814446,0.0427842084691,9.81891493178,9.81891493178,1,0.00172726214247,single-instrument relevance
single,lbrent,43,394,sanctions,0.32811541155,4.10117873408,4.10117873408,0.0428533272992,9.81444862808,9.81444862808,1,0.00173146176936,single-instrument relevance
single,lbrent,44,393,sanctions,0.327791623736,4.09239782804,4.09239782804,0.0430764901727,9.81080247082,9.81080247082,1,0.00173489788964,single-instrument relevance
single,lbrent,45,392,sanctions,0.327351892943,4.08417946157,4.08417946157,0.0432864637775,9.7919595915,9.7919595915,1,0.00175276576161,single-instrument relevance
single,lbrent,46,391,sanctions,0.327819233092,4.0976013547,4.0976013547,0.0429440977104,9.84146852979,9.84146852979,1,0.00170621230555,single-instrument relevance
single,lbrent,47,390,sanctions,0.328268612391,4.02473111312,4.02473111312,0.0448377667157,9.73632126243,9.73632126243,1,0.00180662104252,single-instrument relevance
single,lbrent,48,389,sanctions,0.32492651449,3.9563746933,3.9563746933,0.0466941643224,9.60941384822,9.60941384822,1,0.00193582422051,single-instrument relevance
single,lbrent,0,432,other,0.766468491594,370.628598406,370.628598406,1.36561745429e-82,412.305075668,412.305075668,1,1.1544472358e-91,single-instrument relevance
single,lbrent,1,432,other,0.766468491594,370.628598406,370.628598406,1.36561745429e-82,412.305075668,412.305075668,1,1.1544472358e-91,single-instrument relevance
single,lbrent,2,432,other,0.766468491594,370.628598406,370.628598406,1.36561745429e-82,412.305075668,412.305075668,1,1.1544472358e-91,single-instrument relevance
single,lbrent,3,432,other,0.766468491594,370.628598406,370.628598406,1.36561745429e-82,412.305075668,412.305075668,1,1.1544472358e-91,single-instrument relevance
single,lbrent,4,432,other,0.766468491594,370.628598406,370.628598406,1.36561745429e-82,412.305075668,412.305075668,1,1.1544472358e-91,single-instrument relevance
single,lbrent,5,432,other,0.766468491594,370.628598406,370.628598406,1.36561745429e-82,412.305075668,412.305075668,1,1.1544472358e-91,single-instrument relevance
single,lbrent,6,431,other,0.763858173438,365.119901164,365.119901164,2.16153232088e-81,406.487984509,406.487984509,1,2.13113015797e-90,single-instrument relevance
single,lbrent,7,430,other,0.764133921785,361.075919111,361.075919111,1.64174849617e-80,402.343095656,402.343095656,1,1.70167202913e-89,single-instrument relevance
single,lbrent,8,429,other,0.763647274883,360.523492718,360.523492718,2.16568432844e-80,401.731834178,401.731834178,1,2.31173545599e-89,single-instrument relevance
single,lbrent,9,428,other,0.764367298785,359.063712819,359.063712819,4.50254982143e-80,400.188203147,400.188203147,1,5.01147095176e-89,single-instrument relevance
single,lbrent,10,427,other,0.765631093345,343.969770036,343.969770036,8.71645399275e-77,384.901662653,384.901662653,1,1.06612958654e-85,single-instrument relevance
single,lbrent,11,426,other,0.763741173296,332.303428054,332.303428054,3.02763040537e-74,372.434398174,372.434398174,1,5.52274255421e-83,single-instrument relevance
single,lbrent,12,425,other,0.763637221588,330.927971403,330.927971403,6.03496554635e-74,371.031643796,371.031643796,1,1.11576853242e-82,single-instrument relevance
single,lbrent,13,424,other,0.764664257709,319.151320172,319.151320172,2.21698541685e-71,359.07459116,359.07459116,1,4.47805870423e-80,single-instrument relevance
single,lbrent,14,423,other,0.763908697415,314.038446205,314.038446205,2.88067597982e-70,353.550506347,353.550506347,1,7.14459353416e-79,single-instrument relevance
single,lbrent,15,422,other,0.764245209609,312.044104567,312.044104567,7.83312241764e-70,351.497038292,351.497038292,1,2.00050789194e-78,single-instrument relevance
single,lbrent,16,421,other,0.763809849813,310.138072315,310.138072315,2.03772976324e-69,349.371324698,349.371324698,1,5.80821795633e-78,single-instrument relevance
single,lbrent,17,420,other,0.763319970806,308.151953173,308.151953173,5.51839872811e-69,347.261201698,347.261201698,1,1.67324039933e-77,single-instrument relevance
single,lbrent,18,419,other,0.76331814301,308.06334745,308.06334745,5.76920024928e-69,347.189321025,347.189321025,1,1.73464947439e-77,single-instrument relevance
single,lbrent,19,418,other,0.763439720182,307.181395753,307.181395753,8.97940517369e-69,346.339106368,346.339106368,1,2.65682458698e-77,single-instrument relevance
single,lbrent,20,417,other,0.763120841818,306.856969762,306.856969762,1.05663201405e-68,345.973866065,345.973866065,1,3.19081495953e-77,single-instrument relevance
single,lbrent,21,416,other,0.763095588956,306.921838195,306.921838195,1.02280338978e-68,346.101687447,346.101687447,1,2.99271806468e-77,single-instrument relevance
single,lbrent,22,415,other,0.763067584826,305.625468426,305.625468426,1.9597852978e-68,344.795379892,344.795379892,1,5.76160312174e-77,single-instrument relevance
single,lbrent,23,414,other,0.762054210187,301.187268006,301.187268006,1.81596442042e-67,340.144139384,340.144139384,1,5.93580503172e-76,single-instrument relevance
single,lbrent,24,413,other,0.762533344256,300.853902328,300.853902328,2.14652366372e-67,339.770780323,339.770780323,1,7.15798225322e-76,single-instrument relevance
single,lbrent,25,412,other,0.762692828098,293.873993972,293.873993972,7.11978773069e-66,332.497049094,332.497049094,1,2.74746928664e-74,single-instrument relevance
single,lbrent,26,411,other,0.762118408898,291.470569785,291.470569785,2.37758042565e-65,329.861504499,329.861504499,1,1.03027196341e-73,single-instrument relevance
single,lbrent,27,410,other,0.762375724077,289.765910223,289.765910223,5.59193903932e-65,328.131208072,328.131208072,1,2.45367018756e-73,single-instrument relevance
single,lbrent,28,409,other,0.762190380678,289.554217435,289.554217435,6.21854174201e-65,327.890515701,327.890515701,1,2.76847275985e-73,single-instrument relevance
single,lbrent,29,408,other,0.762283522619,289.475952182,289.475952182,6.46758195586e-65,327.861520046,327.861520046,1,2.80902541989e-73,single-instrument relevance
single,lbrent,30,407,other,0.763647661494,285.475950844,285.475950844,4.81207083597e-64,323.704599916,323.704599916,1,2.25929759384e-72,single-instrument relevance
single,lbrent,31,406,other,0.762402816521,279.731244082,279.731244082,8.59335607214e-63,317.389476794,317.389476794,1,5.36459435175e-71,single-instrument relevance
single,lbrent,32,405,other,0.761982996899,275.797312233,275.797312233,6.1866987784e-62,313.28784643,313.28784643,1,4.19760391352e-70,single-instrument relevance
single,lbrent,33,404,other,0.761692808234,275.450877829,275.450877829,7.36134607147e-62,312.884853463,312.884853463,1,5.13792799065e-70,single-instrument relevance
single,lbrent,34,403,other,0.762300139771,275.237270901,275.237270901,8.19423938619e-62,312.640958113,312.640958113,1,5.80654081416e-70,single-instrument relevance
single,lbrent,35,402,other,0.761292108877,271.234353338,271.234353338,6.10786675659e-61,308.398857794,308.398857794,1,4.8755724245e-69,single-instrument relevance
single,lbrent,36,401,other,0.76327326723,266.908854232,266.908854232,5.3533437155e-60,303.947809662,303.947809662,1,4.54668651439e-68,single-instrument relevance
single,lbrent,37,400,other,0.761752476394,263.991771615,263.991771615,2.31435627498e-59,300.649409665,300.649409665,1,2.37841359731e-67,single-instrument relevance
single,lbrent,38,399,other,0.76186952958,263.619916646,263.619916646,2.7892105834e-59,300.258823204,300.258823204,1,2.89322754706e-67,single-instrument relevance
single,lbrent,39,398,other,0.761751756192,262.130531244,262.130531244,5.89004148106e-59,298.744031828,298.744031828,1,6.18595013915e-67,single-instrument relevance
single,lbrent,40,397,other,0.761948353698,261.468695417,261.468695417,8.2106778971e-59,298.124522017,298.124522017,1,8.44071154233e-67,single-instrument relevance
single,lbrent,41,396,other,0.762146178545,260.911226747,260.911226747,1.08615494234e-58,297.515647616,297.515647616,1,1.14560649299e-66,single-instrument relevance
single,lbrent,42,395,other,0.763377710168,255.407402798,255.407402798,1.7203880496e-57,291.834924875,291.834924875,1,1.98037331691e-65,single-instrument relevance
single,lbrent,43,394,other,0.763462304644,248.79550712,248.79550712,4.75370772833e-56,284.857285223,284.857285223,1,6.56358925501e-64,single-instrument relevance
single,lbrent,44,393,other,0.763452542656,241.776549967,241.776549967,1.61192252044e-54,277.566664985,277.566664985,1,2.54606874301e-62,single-instrument relevance
single,lbrent,45,392,other,0.764276066556,241.145639898,241.145639898,2.2126224757e-54,276.92975334,276.92975334,1,3.50484681116e-62,single-instrument relevance
single,lbrent,46,391,other,0.766840849568,233.781082755,233.781082755,8.92853146308e-53,269.376034901,269.376034901,1,1.55203066559e-60,single-instrument relevance
single,lbrent,47,390,other,0.765577803658,233.086869964,233.086869964,1.265222147e-52,268.580113843,268.580113843,1,2.3140365787e-60,single-instrument relevance
single,lbrent,48,389,other,0.766847789579,231.352050621,231.352050621,3.0233370596e-52,266.820582355,266.820582355,1,5.59582882623e-60,single-instrument relevance
joint,lbrent,0,432,military_conflict,0.394303063392,34.7996721071,104.399016321,1.75967180934e-22,119.885469183,39.9618230609,3,8.1677564145e-26,joint excluded-instrument relevance; not conditional strength
joint,lbrent,0,432,diplomatic_tension,0.765019946645,136.315714131,408.947142393,2.55321918145e-88,458.901610131,152.967203377,3,3.84171061972e-99,joint excluded-instrument relevance; not conditional strength
joint,lbrent,0,432,nuclear_threat,0.546416364107,42.0373530266,126.11205908,3.72251412691e-27,143.097472549,47.6991575163,3,8.11967145323e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,1,432,military_conflict,0.394303063392,34.7996721071,104.399016321,1.75967180934e-22,119.885469183,39.9618230609,3,8.1677564145e-26,joint excluded-instrument relevance; not conditional strength
joint,lbrent,1,432,diplomatic_tension,0.765019946645,136.315714131,408.947142393,2.55321918145e-88,458.901610131,152.967203377,3,3.84171061972e-99,joint excluded-instrument relevance; not conditional strength
joint,lbrent,1,432,nuclear_threat,0.546416364107,42.0373530266,126.11205908,3.72251412691e-27,143.097472549,47.6991575163,3,8.11967145323e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,2,432,military_conflict,0.394303063392,34.7996721071,104.399016321,1.75967180934e-22,119.885469183,39.9618230609,3,8.1677564145e-26,joint excluded-instrument relevance; not conditional strength
joint,lbrent,2,432,diplomatic_tension,0.765019946645,136.315714131,408.947142393,2.55321918145e-88,458.901610131,152.967203377,3,3.84171061972e-99,joint excluded-instrument relevance; not conditional strength
joint,lbrent,2,432,nuclear_threat,0.546416364107,42.0373530266,126.11205908,3.72251412691e-27,143.097472549,47.6991575163,3,8.11967145323e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,3,432,military_conflict,0.394303063392,34.7996721071,104.399016321,1.75967180934e-22,119.885469183,39.9618230609,3,8.1677564145e-26,joint excluded-instrument relevance; not conditional strength
joint,lbrent,3,432,diplomatic_tension,0.765019946645,136.315714131,408.947142393,2.55321918145e-88,458.901610131,152.967203377,3,3.84171061972e-99,joint excluded-instrument relevance; not conditional strength
joint,lbrent,3,432,nuclear_threat,0.546416364107,42.0373530266,126.11205908,3.72251412691e-27,143.097472549,47.6991575163,3,8.11967145323e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,4,432,military_conflict,0.394303063392,34.7996721071,104.399016321,1.75967180934e-22,119.885469183,39.9618230609,3,8.1677564145e-26,joint excluded-instrument relevance; not conditional strength
joint,lbrent,4,432,diplomatic_tension,0.765019946645,136.315714131,408.947142393,2.55321918145e-88,458.901610131,152.967203377,3,3.84171061972e-99,joint excluded-instrument relevance; not conditional strength
joint,lbrent,4,432,nuclear_threat,0.546416364107,42.0373530266,126.11205908,3.72251412691e-27,143.097472549,47.6991575163,3,8.11967145323e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,5,432,military_conflict,0.394303063392,34.7996721071,104.399016321,1.75967180934e-22,119.885469183,39.9618230609,3,8.1677564145e-26,joint excluded-instrument relevance; not conditional strength
joint,lbrent,5,432,diplomatic_tension,0.765019946645,136.315714131,408.947142393,2.55321918145e-88,458.901610131,152.967203377,3,3.84171061972e-99,joint excluded-instrument relevance; not conditional strength
joint,lbrent,5,432,nuclear_threat,0.546416364107,42.0373530266,126.11205908,3.72251412691e-27,143.097472549,47.6991575163,3,8.11967145323e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,6,431,military_conflict,0.381143875766,33.1996469263,99.598940779,1.89552193839e-21,112.551039166,37.5170130552,3,3.09938612066e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,6,431,diplomatic_tension,0.760771525493,141.122660451,423.367981352,1.91925290763e-91,466.446167673,155.482055891,3,8.90780207258e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,6,431,nuclear_threat,0.545122969595,42.209333296,126.627999888,2.88186802037e-27,143.969664948,47.9898883159,3,5.26557479425e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,7,430,military_conflict,0.381060541802,33.5965749102,100.789724731,1.05119696488e-21,113.888060186,37.9626867288,3,1.59759046026e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,7,430,diplomatic_tension,0.770312728219,144.964984431,434.894953294,6.10784815147e-94,478.970888092,159.656962697,3,1.72104282331e-103,joint excluded-instrument relevance; not conditional strength
joint,lbrent,7,430,nuclear_threat,0.54533461603,43.0645685658,129.193705697,8.06914256732e-28,146.708249813,48.9027499377,3,1.35146943681e-31,joint excluded-instrument relevance; not conditional strength
joint,lbrent,8,429,military_conflict,0.382530777819,34.0128872425,102.038661728,5.66374744877e-22,115.384666592,38.4615555308,3,7.60796043088e-25,joint excluded-instrument relevance; not conditional strength
joint,lbrent,8,429,diplomatic_tension,0.768738366747,141.287141431,423.861424293,1.50049374632e-91,468.08059437,156.02686479,3,3.94108347844e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,8,429,nuclear_threat,0.544519097875,43.3667259411,130.100177823,5.14617840389e-28,147.671985374,49.2239951247,3,8.37406953589e-32,joint excluded-instrument relevance; not conditional strength
joint,lbrent,9,428,military_conflict,0.380962549288,33.7235635257,101.170690577,8.70486179785e-22,114.431827415,38.1439424718,3,1.22012566444e-24,joint excluded-instrument relevance; not conditional strength
joint,lbrent,9,428,diplomatic_tension,0.768756095824,141.025399263,423.076197788,2.21995002003e-91,467.26739835,155.75579945,3,5.91320496455e-101,joint excluded-instrument relevance; not conditional strength
joint,lbrent,9,428,nuclear_threat,0.543835909681,43.3950863116,130.185258935,4.93343643489e-28,147.822775145,49.2742583818,3,7.76983252698e-32,joint excluded-instrument relevance; not conditional strength
