model,specification,outcome,event,horizon,n,origin_start,origin_end,beta,primary_covariance,maximum_leverage,hc3_se,hc3_p,hc3_90_low,hc3_90_high,hc3_95_low,hc3_95_high,hc1_se,hc1_p,hc1_90_low,hc1_90_high,hc1_95_low,hc1_95_high
single,baseline,lwti,gpr_ai,10,427,1990-04-01,2025-10-01,-0.0958911389241,HC3,0.46321166303,0.0711373984322,0.177667760693,-0.212901746747,0.0211194688991,-0.235317877805,0.043535599957,0.0690862286161,0.165139453432,-0.209527872636,0.0177455947874,-0.231297658839,0.0395153809911
single,baseline,lwti,gpr_ai,11,426,1990-04-01,2025-09-01,-0.0807687523679,HC3,0.463266511424,0.0735275131843,0.271993464184,-0.20171074911,0.0401732443741,-0.224880030082,0.0633425253462,0.0710491349819,0.255621340032,-0.197634179735,0.0360966749989,-0.220022498065,0.0584849933294
single,baseline,lwti,gpr_ai,12,425,1990-04-01,2025-08-01,-0.123285659662,HC3,0.463466958653,0.0731995507016,0.0921351680317,-0.243688206124,-0.00288311319893,-0.266754142721,0.020182823398,0.0706279470561,0.0808865998552,-0.239458294541,-0.00711302478235,-0.261713892194,0.0151425728702
single,baseline,lwti,gpr_ai,13,424,1990-04-01,2025-07-01,-0.0992421402001,HC3,0.464101857785,0.0775270235301,0.20051088773,-0.22676274604,0.0282784656402,-0.251192314148,0.0527080337475,0.0744762568439,0.182684795317,-0.221744681392,0.0232604009914,-0.245212921318,0.0467286409174
single,baseline,lwti,gpr_ai,14,423,1990-04-01,2025-06-01,-0.0665846660482,HC3,0.464383020076,0.0830214302753,0.422542653546,-0.203142766751,0.0699734346549,-0.229303679333,0.0961343472365,0.079640611108,0.403118771234,-0.197581814082,0.0644124819854,-0.222677395527,0.0895080634302
single,baseline,lwti,gpr_ai,15,422,1990-04-01,2025-05-01,-0.0604399121599,HC3,0.464595374809,0.0802140053214,0.451159552484,-0.192380209745,0.0715003854253,-0.217656473645,0.0967766493257,0.0777044228676,0.436676213396,-0.188252313944,0.0673724896241,-0.21273778242,0.0918579581002
single,baseline,lwti,gpr_ai,16,421,1990-04-01,2025-04-01,-0.0734220544113,HC3,0.464684235243,0.0831981923813,0.377508756078,-0.210270902905,0.0634267940829,-0.236487515057,0.0896434062349,0.080408760584,0.361184619325,-0.205682695897,0.058838587074,-0.231020329197,0.0841762203749
single,baseline,lwti,gpr_ai,17,420,1990-04-01,2025-03-01,-0.0591689060678,HC3,0.465085778049,0.0867382596103,0.495141174826,-0.201840646983,0.0835028348477,-0.229172770986,0.11083495885,0.083564740035,0.478907580328,-0.1966206718,0.078282859664,-0.222952786914,0.104614974778
single,baseline,lwti,gpr_ai,18,419,1990-04-01,2025-02-01,-0.0654799616261,HC3,0.465334959245,0.0886750000056,0.460255372711,-0.211337357005,0.0803774337529,-0.239279767966,0.108319844714,0.0856543280409,0.444588616403,-0.206368793768,0.0754088705161,-0.233359359706,0.102399436454
single,baseline,lwti,gpr_ai,19,418,1990-04-01,2025-01-01,-0.052673839589,HC3,0.465656126524,0.0896024917532,0.556625377108,-0.200056823133,0.0947091439551,-0.22829149635,0.122943817172,0.0867589734958,0.543765682513,-0.195379651814,0.0900319726361,-0.222718302976,0.117370623798
single,baseline,lwti,gpr_ai,20,417,1990-04-01,2024-12-01,-0.0303194722675,HC3,0.465665208241,0.0850560562196,0.721492665302,-0.170224234835,0.1095852903,-0.197026279125,0.13638733459,0.0820803149544,0.711838642048,-0.165329576022,0.104690631487,-0.191193933418,0.130554988883
single,baseline,lwti,gpr_ai,21,416,1990-04-01,2024-11-01,-0.0564275483855,HC3,0.465772367145,0.083051838822,0.496868211261,-0.193035666697,0.0801805699258,-0.219206161326,0.106351064555,0.0800626847877,0.48093962059,-0.188118945842,0.075263849071,-0.213347527075,0.100492430304
single,baseline,lwti,gpr_ai,22,415,1990-04-01,2024-10-01,-0.0677168580388,HC3,0.465820893098,0.0861040014351,0.431601410573,-0.209345337094,0.0739116210167,-0.236477599776,0.101043883699,0.082914861355,0.414097886768,-0.204099668467,0.0686659523892,-0.230227000078,0.0947932840002
single,baseline,lwti,gpr_ai,23,414,1990-04-01,2024-09-01,-0.0898818067416,HC3,0.466551643093,0.0875851347173,0.304786874993,-0.233946533248,0.0541829197651,-0.261545516369,0.0817819028853,0.0838780191079,0.28390979712,-0.227848870693,0.0480852572096,-0.254279703288,0.0745160898045
single,baseline,lwti,gpr_ai,24,413,1990-04-01,2024-08-01,-0.104040511776,HC3,0.466631993326,0.0898198798977,0.246731889813,-0.251781066999,0.0437000434456,-0.280084241472,0.0720032179188,0.0863643115094,0.228330647389,-0.246097162802,0.038016139249,-0.273311451884,0.0652304283316
single,baseline,lwti,gpr_ai,25,412,1990-04-01,2024-07-01,-0.0495653951497,HC3,0.466644417428,0.0935159113432,0.596097383403,-0.2033853811,0.104254590801,-0.232853213364,0.133722423064,0.0900610868672,0.58207723449,-0.19770270053,0.098571910231,-0.226081881818,0.126951091519
single,baseline,lwti,gpr_ai,26,411,1990-04-01,2024-06-01,-0.0568513619991,HC3,0.466981753911,0.0929661792827,0.540850512362,-0.209767119176,0.0960643951779,-0.239061725174,0.125359001175,0.089557124641,0.52555522686,-0.204159723284,0.090456999286,-0.232380100855,0.118677376856
single,baseline,lwti,gpr_ai,27,410,1990-04-01,2024-05-01,-0.0592811751136,HC3,0.466993541865,0.0939022801121,0.527839752615,-0.213736681135,0.0951743309077,-0.243326262199,0.124763911972,0.0902037278567,0.511057420466,-0.207653104043,0.0890907538159,-0.236077232984,0.117514882757
single,baseline,lwti,gpr_ai,28,409,1990-04-01,2024-04-01,-0.070606380079,HC3,0.467240046537,0.0961753024558,0.462861873864,-0.228800675147,0.0875879149886,-0.259106509095,0.117893748937,0.0920009863006,0.442812568729,-0.221934536079,0.0807217759206,-0.25092499977,0.109712239612
single,baseline,lwti,gpr_ai,29,408,1990-04-01,2024-03-01,-0.0560163336405,HC3,0.467436004682,0.0961697966042,0.560247956969,-0.214201572388,0.102168905107,-0.244505671385,0.132473004104,0.0918013880358,0.54173563095,-0.20701617971,0.0949835124295,-0.235943747921,0.123911080641
