model,outcome,event,horizon,n,augmented_price_lags,conventional_price_lags,augmented_beta,augmented_hc3_se,conventional_beta,conventional_hac6_se,comparison
single,lwti,nuclear_threat,13,424,3,2,0.0806726552885,0.0425930028964,0.0830466670415,0.0344478171518,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,14,423,3,2,0.0753685620158,0.0428427051887,0.0776364475083,0.035447820376,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,15,422,3,2,0.0822591856346,0.0436666299781,0.0844877873514,0.0348792936048,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,16,421,3,2,0.0883085125749,0.0466966175711,0.0914860486542,0.0366470876367,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,17,420,3,2,0.0901019745097,0.0469997254988,0.0933694182381,0.0387167949168,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,18,419,3,2,0.118492141152,0.047445616033,0.120986539611,0.0395442914673,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,19,418,3,2,0.131425127266,0.0478275048142,0.133633517124,0.041117051423,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,20,417,3,2,0.124208787096,0.0492651718542,0.125597427457,0.041506241463,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,21,416,3,2,0.105204019291,0.049416811144,0.107283591849,0.0420799366655,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,22,415,3,2,0.107191708582,0.0494097104482,0.109685145196,0.043230647268,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,23,414,3,2,0.0932314423889,0.0468829148219,0.0950041183517,0.0427879065116,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,24,413,3,2,0.0810225368937,0.0464452989897,0.0833669421402,0.0413641552553,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,25,412,3,2,0.0978616986061,0.0509711685423,0.100376762868,0.0417551250907,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,26,411,3,2,0.0795982317949,0.0576374217223,0.0828212797452,0.0441314622552,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,27,410,3,2,0.057731127033,0.0590624058114,0.0613776336801,0.0478799020013,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,28,409,3,2,0.057657691979,0.0555839696536,0.0604436062663,0.0467725793343,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,29,408,3,2,0.0552976083811,0.0557076439418,0.0578268187987,0.0448009704444,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,30,407,3,2,0.0698364142247,0.0596278075671,0.0723923319138,0.0416897002282,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,31,406,3,2,0.05479007473,0.0779383122728,0.0573332366037,0.0424202529986,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,32,405,3,2,-0.00207959873931,0.0886631614805,0.000692353320234,0.0645963723716,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,33,404,3,2,0.0094158135087,0.0711856408441,0.0116683377652,0.0574927775363,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,34,403,3,2,0.0215796731188,0.0615418903153,0.0233193030925,0.044013597931,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,35,402,3,2,0.016301590915,0.064746719481,0.0171896633255,0.0413079887967,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,36,401,3,2,0.00216977702369,0.0644239973447,0.00357833839348,0.0476968319642,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,37,400,3,2,0.00371609915939,0.0612779227403,0.00616880198124,0.0478530265236,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,38,399,3,2,0.00370611989579,0.0596908048967,0.00640393486504,0.0440825666291,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,39,398,3,2,0.0117784357906,0.0580577018936,0.0139808413,0.043538456395,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,40,397,3,2,0.0163521578704,0.058514286799,0.0183778214783,0.0403554203334,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,41,396,3,2,0.0107715954213,0.0595085815905,0.0128295768436,0.0394709289089,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,42,395,3,2,0.0122782550981,0.0607061446584,0.0139063597275,0.0387798766336,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,43,394,3,2,-0.00161494580408,0.0606245451966,-0.000149398337312,0.040580882877,Matched observations; distinct regressions and covariance estimators
